status;HolderAddress;Balance V1;Post LP drain movements;V2 Migration Qty;comment;;0x7b1ab81f951b9fb609de4c162e0dedecdd6cc54f; 13 846,00   ;#N/A
token not transferred;0x9bd3b43a6f58ca2df4e47dcd21a7b29352f5a148; 2 904,49 ;; 2 904,49 ;;;;;
token not transferred;0x96a61921dd5462b3facb1d98d4098991957140d2; 2 887,65 ;; 2 887,65 ;;;;;
token not transferred;0xd3728329d0e06d7c463f81b4ebb5b221c821475a; 2 882,66 ;; 2 882,66 ;;;;;
token not transferred;0xb86fb881232bc21d543e9e504c5ae3974bd6da7d; 2 847,16 ;; 2 847,16 ;;;;;
token not transferred;0x2123ea33d4aaa17dbde03ec6e42361c1eca7cabe; 2 841,39 ;; 2 841,39 ;;;;;
token not transferred;0x7c8d50c8fe58d0731b903c67e32b8ebe22fac2d5; 2 840,30 ;; 2 840,30 ;;;;;
token not transferred;0x0d030daf78804d2fb02ecb843252696de4a313dd; 2 838,00 ;; 2 838,00 ;;;;;
token not transferred;0x2ea83810000d3e4d01372aba3c9efe6b94584f7b; 2 798,92 ;; 2 798,92 ;;;;;
token not transferred;0xcf1a9fa5fe71c8ce052d33c1a22f600e740f9024; 2 790,55 ;; 2 790,55 ;;;;;
token not transferred;0x76e3c6ef51dc378258c6f3f99e95119477c1e458; 2 783,11 ;; 2 783,11 ;;;;;
token not transferred;0x75841837d6f0cb5e4b43f02d327dc085b44cf3b8; 2 741,99 ;; 2 741,99 ;;;;;
token not transferred;0xaf8621472c210da2c3e9a5fa68decc59e5aff60a; 2 741,86 ;; 2 741,86 ;;;;;
token not transferred;0xa29ec484a2fd7fdd7c949fff488875815e17e36f; 2 738,75 ;; 2 738,75 ;;;;;
token not transferred;0x0b293c9c277edcfebac17020c4658ba812ce1b0d; 2 733,60 ;; 2 733,60 ;;;;;
token not transferred;0x9463d961d7ace224eadce0c065397cd755286115; 2 722,57 ;; 2 722,57 ;;;;;
token not transferred;0xfd079b97912adaffc2bd22e5753821c10f356095; 2 722,39 ;; 2 722,39 ;;;;;
token not transferred;0x9f0076b93bde721a3665e71cbb864c1814d7fc18; 2 706,08 ;; 2 706,08 ;;;;;
token not transferred;0x2b738cffb8fe02e65f3272c2a3ec1b7cea1450a6; 2 684,06 ;; 2 684,06 ;;;;;
token not transferred;0x2185e93e1833dc94c87609cd1853f89f269a0fd1; 2 663,30 ;; 2 663,30 ;;;;;
token not transferred;0x17cbe1209dcfd55fe7444716c07923b09ae43831; 2 645,80 ;; 2 645,80 ;;;;;
token not transferred;0xd3adaa0b43aba292f49442c1961fea40f8fab8b4; 2 621,89 ;; 2 621,89 ;;;;;
token not transferred;0xffdf696a5842cc352ceaf69b626900a695f0efc2; 2 611,75 ;; 2 611,75 ;;;;;
token not transferred;0xbdebdb62f47b95bcfb3145e77c95238860b79a51; 2 580,32 ;; 2 580,32 ;;;;;
token not transferred;0x978e32a330b7e1b45186251a035ff742d1f36162; 2 580,00 ;; 2 580,00 ;;;;;
token not transferred;0x7d43c5fa5c88be38b01e9d294044c273faaddef6; 2 580,00 ;; 2 580,00 ;;;;;
token not transferred;0x5127370ee509374e536806d5f5871993a9a2895d; 2 580,00 ;; 2 580,00 ;;;;;
token not transferred;0x1f065fb64cca4c13634af18b43852721c48fb275; 2 569,62 ;; 2 569,62 ;;;;;
token not transferred;0x373d45ce97bec870c4ccb9db8ba5c630759696a4; 2 537,77 ;; 2 537,77 ;;;;;
token not transferred;0x0ef664c137f14290e69fbfa2738df71a28b122ae; 2 489,52 ;; 2 489,52 ;;;;;
token not transferred;0x62b0586d7013f84754f4309ea70566a6aeeb3450; 2 483,68 ;; 2 483,68 ;;;;;
token not transferred;0xd2c3da12771a25cd53fd89d205a8f850ace01048; 2 407,48 ;; 2 407,48 ;;;;;
token not transferred;0x2835fbd2cc46e22327ac5e04df5749499a3a1cf7; 2 395,10 ;; 2 395,10 ;;;;;
token not transferred;0x79dfdfd7cdb06d41b001e08fd00e4deebfff3913; 2 390,71 ;; 2 390,71 ;;;;;
token not transferred;0x4f5fe362e8604541c2de4749bd9fe72eacf4e3cf; 2 386,28 ;; 2 386,28 ;;;;;
token not transferred;0x8dc922141ef462035f0bdf7a46b6630523fb58b9; 2 374,44 ;; 2 374,44 ;;;;;
token not transferred;0xf3ecdd8727e8b9bb6efe1d6a3e83b3f6f1827dde; 2 372,00 ;; 2 372,00 ;;;;;
token not transferred;0x22571beacaf87c6d928b3af4445c2c01e920d69d; 2 358,34 ;; 2 358,34 ;;;;;
token not transferred;0xeb836cbff2c4b550a45bbf4503a558d8f2dc9c1f; 2 357,97 ;; 2 357,97 ;;;;;
token not transferred;0xf540896a52f9fd8555a43c92724e4bddcaba6902; 2 355,44 ;; 2 355,44 ;;;;;
token not transferred;0xc0f51afe318f718b1b7f628536c01f92fa5461b7; 2 351,24 ;; 2 351,24 ;;;;;
token not transferred;0xcaeb83b208e7cdca589bdd371cd6e2550fdd9e08; 2 322,00 ;; 2 322,00 ;;;;;
token not transferred;0xff1d23b68e924e413270eeb2d554ce9af503a4bd; 2 236,00 ;; 2 236,00 ;;;;;
token not transferred;0xb8235e5be64bad7f989bdbaa32295d9d0c979f31; 2 219,45 ;; 2 219,45 ;;;;;
token not transferred;0xd11a55eb302bfe309b64737c7785d4948de50b53; 2 195,89 ;; 2 195,89 ;;;;;
token not transferred;0xee76b361e8516ed37391043ce35530bff43546c4; 2 193,72 ;; 2 193,72 ;;;;;
token not transferred;0x5d6b5c6c0797b691539c3b960f0ee10536431949; 2 191,92 ;; 2 191,92 ;;;;;
token not transferred;0x50cafc73db5340548fce78b6521f743b9fcb3a24; 2 174,94 ;; 2 174,94 ;;;;;
token not transferred;0x0ff0001fcad2c9b8736a31c9e8ce371330165725; 2 162,94 ;; 2 162,94 ;;;;;
token not transferred;0x216ecd706c8f8821e33227572e0e3f44fcb9c8c1; 2 151,72 ;; 2 151,72 ;;;;;
token not transferred;0x8b7b5de2280c8be5ebe5fb848eb57f24e23896d0; 2 150,00 ;; 2 150,00 ;;;;;
token not transferred;0xbfe4802d9dd72a0336b2f59d67bd1a8aac5eb962; 2 150,00 ;; 2 150,00 ;;;;;
token not transferred;0xc0e2476bca0434ee69c2505b154048174ecd46af; 2 150,00 ;; 2 150,00 ;;;;;
token not transferred;0x3d2a236967d992f201691eed989d5e3a2651dfbb; 2 144,72 ;; 2 144,72 ;;;;;
token not transferred;0x83c172d03763035dbf48dc24d077a22ae79f8282; 2 099,04 ;; 2 099,04 ;;;;;
token not transferred;0x48bfe0436ba880c7139e796eed64c4f06a55dde4; 2 093,55 ;; 2 093,55 ;;;;;
token not transferred;0xaddd43b0d57a89bd1e091c593ffe68e16da49b65; 2 071,36 ;; 2 071,36 ;;;;;
token not transferred;0x1dbda614b4b3c6d30f5657bb75c5f26d83e1c1da; 2 068,30 ;; 2 068,30 ;;;;;
token not transferred;0xc7ee781f4e3d6aa1d392fea705595dc38ae60ea0; 2 061,08 ;; 2 061,08 ;;;;;
token not transferred;0xbe01f72e25209acec9c33e220b3679831d817acb; 2 030,58 ;; 2 030,58 ;;;;;
token not transferred;0x7b8ff16b5909cc83d000bc2b3889367f77860ddb; 2 019,65 ;; 2 019,65 ;;;;;
token not transferred;0xc42632e881e9d0bf110363809fdd7d17964588ca; 2 000,00 ;; 2 000,00 ;;;;;
token not transferred;0x2e198b7343ec75649e5ce8f061e34782eba44dad; 1 994,52 ;; 1 994,52 ;;;;;
token not transferred;0x8af87d1b2400b6ab580a2e923f4f457492623ee8; 1 978,00 ;; 1 978,00 ;;;;;
token not transferred;0xb6ac8cf402fd7b9988558972fdd0642c29672dc2; 1 949,67 ;; 1 949,67 ;;;;;
token not transferred;0x655aaa622cb8244d3061ef056e8ff076a1430339; 1 925,20 ;; 1 925,20 ;;;;;
token not transferred;0x70ff9ac08b164a7bba608f1e374246b4faf6e6a1; 1 910,83 ;; 1 910,83 ;;;;;
token not transferred;0xbc8c213aeda99c14cdc8520c0be5885868b5e0d1; 1 892,77 ;; 1 892,77 ;;;;;
token not transferred;0xcd406821d79b0af48f61b3f5f0fb4045f7278b9c; 1 892,09 ;; 1 892,09 ;;;;;
token not transferred;0x70af0be0031d31066605e60aad5d99d8b381bd74; 1 892,00 ;; 1 892,00 ;;;;;
token not transferred;0xc795252f352d2052dff245e479ffedbe900ab299; 1 887,02 ;; 1 887,02 ;;;;;
token not transferred;0x5c5fa6f8009a574d2d43ebfe423e6e84f5978f5c; 1 882,63 ;; 1 882,63 ;;;;;
token not transferred;0xf2e1c6e90a730d09cccd2c5ac3643f350864bbb7; 1 876,07 ;; 1 876,07 ;;;;;
token not transferred;0x013d290a7a440bdf36ed6c24779e2d4e6d3834c7; 1 871,88 ;; 1 871,88 ;;;;;
token not transferred;0x8965b1661daf8c994193537e0528457e4aab3996; 1 870,50 ;; 1 870,50 ;;;;;
token not transferred;0x32fab1d90690e88513725e875eb25600b2c625cb; 1 863,80 ;; 1 863,80 ;;;;;
token not transferred;0xb4a1f445d0798395e9997489ab731932e170c501; 1 840,76 ;; 1 840,76 ;;;;;
token not transferred;0x03bb9ec5bc3e87cf98a1afea09490172d1bcdd6f; 1 801,05 ;; 1 801,05 ;;;;;
token not transferred;0x79c3127a5b56cbab47c7d7bb8814c477e42c6e62; 1 793,89 ;; 1 793,89 ;;;;;
token not transferred;0xe77842ae659b5db590deec6f43e7c7243de2d130; 1 789,97 ;; 1 789,97 ;;;;;
token not transferred;0xbc1dfc08d6b335e017ac056363e9b12babe92cf5; 1 789,11 ;; 1 789,11 ;;;;;
token not transferred;0xfc22d3d7a373ce66eeed3d3460ebefe51c349e0f; 1 784,34 ;; 1 784,34 ;;;;;
token not transferred;0x19d34b530f7553871a24f82a1d9e2dc1349eda71; 1 766,33 ;; 1 766,33 ;;;;;
token not transferred;0xe2c2d724ba2da9bd1a50eb6e045de4da60d38ca2; 1 740,54 ;; 1 740,54 ;;;;;
token not transferred;0x873417744f9b87289f42b16cc228d2ce61d269ae; 1 735,83 ;; 1 735,83 ;;;;;
token not transferred;0xc4ec5893337b892dd5b6e7e1cb4a42523b427c2c; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0x06f9edbebcb21684d18c57ca7b163752771ac535; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0xec5e0d7c2b94491639944917ff893ad8d0425a3b; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0xfd96ff30e7682ff46ad262784741946922640b8a; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0xfdc30a4874c369e6cf36cab1168d119c704d0abc; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0xa8dcd8bd199822f9d2f0581a4b8ead32d7051256; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0xb811bd7f6b4d9d0aa073b87a10ba67e775a5c041; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0x35055dc57b925bcc2cbbfdd75e4f2a7e4698c4e0; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0x54382c2971a62cf6928a53ad676e99c8689d00f3; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0x53bcfb03be34842d805816b58792e5883ad7564e; 1 720,00 ;; 1 720,00 ;;;;;
token not transferred;0xa09d44942323a20a5bfd1e627cb8412c2f75a37e; 1 711,90 ;; 1 711,90 ;;;;;
token not transferred;0xa1aa47fe4273366fd975858b6df254adacb0c11c; 1 683,73 ;; 1 683,73 ;;;;;
token not transferred;0x200b18bb3ec6fb701b701c51d3adbc6b3dc667ad; 1 677,00 ;; 1 677,00 ;;;;;
token not transferred;0x72c1b961abc6a0a8e150ca76e901f0cde461bee9; 1 662,38 ;; 1 662,38 ;;;;;
token not transferred;0x0fe848f5acb87508f9f275c046099e551cbad281; 1 603,72 ;; 1 603,72 ;;;;;
token not transferred;0x80342f2d787cf63204d40e91ed59392a1d3dcd97; 1 592,75 ;; 1 592,75 ;;;;;
token not transferred;0x9468e557ba03ae23017015db385e6b16150871a2; 1 578,17 ;; 1 578,17 ;;;;;
token not transferred;0x1f6dbf29560856dac9483b376c724431c05c0f6d; 1 572,72 ;; 1 572,72 ;;;;;
token not transferred;0xd06e95410a4a8861169502dfa7878102fa014157; 1 566,52 ;; 1 566,52 ;;;;;
token not transferred;0x1fa566b27119b24c974916bca7836543abf65110; 1 565,98 ;; 1 565,98 ;;;;;
token not transferred;0xbaa9746df7d0844bdf24565440e2f55c8b6488f5; 1 548,00 ;; 1 548,00 ;;;;;
token not transferred;0x70bf898defc6ea179a34169f6b1b10df0f3274d1; 1 548,00 ;; 1 548,00 ;;;;;
token not transferred;0x0e23be19202806502d9e3bafff2678a1c8654a5c; 1 508,60 ;; 1 508,60 ;;;;;
token not transferred;0x4eb1f2fcbbb534696e1f7f6082b6ad549e0281b5; 1 507,01 ;; 1 507,01 ;;;;;
token not transferred;0xc0f76009a71a30d0df61ebcbb43071317d224f40; 1 487,77 ;; 1 487,77 ;;;;;
token not transferred;0xb4e22ef3841278edcd33a33361397c803166b8d8; 1 472,43 ;; 1 472,43 ;;;;;
token not transferred;0x4d58426286fc5949c2ee1885a31d1056a65fa491; 1 372,65 ;; 1 372,65 ;;;;;
token not transferred;0x91a6e1cb2dbd392b2b6765e718f0f8d7398b741a; 1 355,07 ;; 1 355,07 ;;;;;
token not transferred;0x7105cde1a35445b3c3be4b86b50dae000030de1d; 1 336,85 ;; 1 336,85 ;;;;;
token not transferred;0x42b58ba4bd71a1f978bc4e8f1322500314625c88; 1 323,13 ;; 1 323,13 ;;;;;
token not transferred;0x1e89277481ba887c6db6616f4483f79ce01bcf29; 1 302,99 ;; 1 302,99 ;;;;;
token not transferred;0x3a464e4c465c0009f5fece4fef01d67e16be6d08; 1 290,43 ;; 1 290,43 ;;;;;
token not transferred;0x18b5f69ff1dac187be60ecde2fe4bff29ba7db17; 1 290,00 ;; 1 290,00 ;;;;;
token not transferred;0xe6380f861538367baf484ada8b9f2c5f8fad6d72; 1 290,00 ;; 1 290,00 ;;;;;
token not transferred;0xde3dde43b65eaca031aee2d3e8e09f8216626974; 1 279,33 ;; 1 279,33 ;;;;;
token not transferred;0x0487fe26d06d164efc166f5c0150e0877f46ff18; 1 258,05 ;; 1 258,05 ;;;;;
token not transferred;0x4c3ecf4ba1c6418c00f96004c00fb66ee15861fc; 1 209,26 ;; 1 209,26 ;;;;;
token not transferred;0xd1651dce7f863770d04d3fbf39b792e3e20bfa8f; 1 204,00 ;; 1 204,00 ;;;;;
token not transferred;0x403f5301a81daef05e197de72fccc25ca0ecbf9f; 1 200,76 ;; 1 200,76 ;;;;;
token not transferred;0x908beae47c238c81bfa0f10aa0a1b5e5bbd9ad65; 1 192,82 ;; 1 192,82 ;;;;;
token not transferred;0x28453c53ad10c3234b817ba6e30147eb9b05f1e0; 1 167,98 ;; 1 167,98 ;;;;;
token not transferred;0x6833923e014c952bc9dd512921bf713a200fbf29; 1 151,81 ;; 1 151,81 ;;;;;
token not transferred;0x2b7433763d83e5785bb3c91d42028777d5be2dc8; 1 142,07 ;; 1 142,07 ;;;;;
token not transferred;0x29f45fe31ab1e76a3333db1bcf838fbd246844f1; 1 108,27 ;; 1 108,27 ;;;;;
token not transferred;0x9916f33cb06758bc7040220ec18975e414058c05; 1 107,76 ;; 1 107,76 ;;;;;
token not transferred;0xa7908e8155f51fde2052a73e341cd695680b285c; 1 106,49 ;; 1 106,49 ;;;;;
token not transferred;0xd622098045ac27dc34c9457b9598efebfd4de030; 1 073,58 ;; 1 073,58 ;;;;;
token not transferred;0x6db31c7982e62bca91f2fd1fc9aa18be6934738c; 1 044,68 ;; 1 044,68 ;;;;;
token not transferred;0xf2dcd36152b0252b2cfd474acb7322cc40c84e9d; 1 032,00 ;; 1 032,00 ;;;;;
token not transferred;0xf3bdf00b59d647695679b91ae9b1f3400289d35a; 997,28 ;; 997,28 ;;;;;
token not transferred;0x72681e83aae5f156cca7db8a24052efc9058478d; 983,04 ;; 983,04 ;;;;;
token not transferred;0x70f433655374f0c57d0600955f0d50ccc28e1173; 949,23 ;; 949,23 ;;;;;
token not transferred;0xfbe76efa4b6c2915bf2b3c8a946a12c2ad5085a4; 935,64 ;; 935,64 ;;;;;
token not transferred;0x48495ef5ed856608cdce036beb62e15273b373ef; 931,27 ;; 931,27 ;;;;;
token not transferred;0x022681b145576450cb4c6632bce99fab9c842916; 908,55 ;; 908,55 ;;;;;
token not transferred;0x3b1db15b8c23269906d7be3097a09b46c0f70283; 899,74 ;; 899,74 ;;;;;
token not transferred;0xf6524a974ac22bca47aea9907fb7c788001930e6; 886,66 ;; 886,66 ;;;;;
token not transferred;0x3ceaf6d5a6a1dcdaf8653ed52203b3a97df17d70; 885,23 ;; 885,23 ;;;;;
token not transferred;0xcb3ca2c9d9d8196a5ed86103e050c7bcce85c05b; 881,12 ;; 881,12 ;;;;;
token not transferred;0x75e5a44c7808accd702c75fa429d0b13aafd977b; 867,52 ;; 867,52 ;;;;;
token not transferred;0xf6589b54c48def7fd1a12d0ad450fdbdb479b6b9; 860,86 ;; 860,86 ;;;;;
token not transferred;0x87206236bdbc1b793430c8a49e31a5ba7520af5f; 860,00 ;; 860,00 ;;;;;
token not transferred;0x527081924c4c8c0223f48881a1d13c86c846f4b9; 860,00 ;; 860,00 ;;;;;
token not transferred;0x713b3eb87a4bd9f5ca64c6669775a46cffaaff85; 860,00 ;; 860,00 ;;;;;
token not transferred;0x2bb6e6c1d1a1a6d150150fec91ec786a228f53fe; 860,00 ;; 860,00 ;;;;;
token not transferred;0xbbf597c2ddd5a910734611f21cedf47ca9a2d115; 860,00 ;; 860,00 ;;;;;
token not transferred;0x44663427fcfc4dbf2ce18177775d970efb92e4de; 860,00 ;; 860,00 ;;;;;
token not transferred;0xfcdd10bb7ed7af4c6fa3f6b3deb7d390491e2579; 860,00 ;; 860,00 ;;;;;
token not transferred;0xf02e1069a543f4a203e0bc2e6faa380b9f5193f3; 860,00 ;; 860,00 ;;;;;
token not transferred;0x3157186ca49ba6c8a7bea36f5a84de8335816127; 860,00 ;; 860,00 ;;;;;
token not transferred;0x6703d03cbbbe5dbf060f57b9c19bdfea07ac7058; 860,00 ;; 860,00 ;;;;;
token not transferred;0xd8da1377218e3a2ffc51942b6a2946939bab2be0; 860,00 ;; 860,00 ;;;;;
token not transferred;0x5ed3d2eab19f90aff34889b7cb4a9a7dafde83c5; 860,00 ;; 860,00 ;;;;;
token not transferred;0xba23fafedcaa0cb42cddefb5d5abcfe4de6a2959; 860,00 ;; 860,00 ;;;;;
token not transferred;0xb4b836bca490a9e0345e08d2c32ff7bdc8898fa7; 859,14 ;; 859,14 ;;;;;
token not transferred;0x0a4b3e4520e3d4bc5c1936b6a28483ed3fb920ed; 846,13 ;; 846,13 ;;;;;
token not transferred;0xbcdcddca0f5c4b045e79dabd98706f5eae9eb7d6; 835,75 ;; 835,75 ;;;;;
token not transferred;0x0cef73ca43494f3f27bb5be3c3acf348f56f1b1d; 741,50 ;; 741,50 ;;;;;
token not transferred;0x49a9f4ef86d0b7a370686b848fcd7197f8d89c69; 741,17 ;; 741,17 ;;;;;
token not transferred;0x36a13d91f43dd682b19961d4998bdb4a7e204328; 738,09 ;; 738,09 ;;;;;
token not transferred;0xc2d41b5d784391a394240ff1566f25e00176b46b; 700,00 ;; 700,00 ;;;;;
token not transferred;0x480017a8d3e7c3d56df9a7a5c5129d80ebe90182; 699,03 ;; 699,03 ;;;;;
token not transferred;0xf0ac63214900785b4e1472aab31baaee70be4cf3; 692,14 ;; 692,14 ;;;;;
token not transferred;0x7a8d6afe8b3f3a78746784f7159a3ea264180fd0; 667,47 ;; 667,47 ;;;;;
token not transferred;0x7b0382963561a29d590a1a0f9ae5f6d9973d58cf; 666,12 ;; 666,12 ;;;;;
token not transferred;0x3a32b28465ccc8442326d3c9f07233397b74b68c; 663,92 ;; 663,92 ;;;;;
token not transferred;0x8de649231909e1b819330865e6d2ec68cce8a612; 658,33 ;; 658,33 ;;;;;
token not transferred;0xdc259011022bd46e7cb20296c6a7ff551ee7cf28; 651,77 ;; 651,77 ;;;;;
token not transferred;0xd943ff9130cb39f7faab1b721b991d0c58527440; 648,30 ;; 648,30 ;;;;;
token not transferred;0x4d0db9ffdf1638e02df63b40c1527c6979b80613; 645,78 ;; 645,78 ;;;;;
token not transferred;0x328825568a5393c562f2ee85d91a2b7979fb2a55; 642,03 ;; 642,03 ;;;;;
transfer to 249F;0x1f8e5265c0b53e944adbf3418591258bf20bcecc; 612,50 ;; 612,50 ;;;;;
token not transferred;0xf764c5cf7f744769451e09bf72a2a25090d038cb; 607,70 ;; 607,70 ;;;;;
token not transferred;0x8a9bd0fd03fe0227418ec7e9c474489a3387b590; 596,15 ;; 596,15 ;;;;;
token not transferred;0x80ccf3094241263209acb9b8a1c5189a64d153f5; 590,24 ;; 590,24 ;;;;;
token not transferred;0x3cbd5647829f667fefb4bd5c7f82d5bcf2cb98fd; 580,20 ;; 580,20 ;;;;;
token not transferred;0x3dd437eed5bf1853d99ca325e14211e956b883a5; 554,54 ;; 554,54 ;;;;;
token not transferred;0xec8a766fc9ab16240078c8cff404316d0e015c68; 554,00 ;; 554,00 ;;;;;
token not transferred;0x9c8a69a884a5a6383ec0a194fc038440253dfba2; 549,07 ;; 549,07 ;;;;;
token not transferred;0xc9ab6d6edad9bb4abf2c1cb0916e94be0af516d9; 545,80 ;; 545,80 ;;;;;
token not transferred;0xb7ff72b0c5e7bea922bd97152a48f425d5b6ffba; 538,66 ;; 538,66 ;;;;;
token not transferred;0x12fdef829f22e717bfadedf77ca3d9ed20ba96b8; 530,61 ;; 530,61 ;;;;;
token not transferred;0xe12645324a4263345b6abaa998873cdb99cc8af1; 516,00 ;; 516,00 ;;;;;
token not transferred;0xcafaa5841adf1d66015ac4702c8a32b3877b7489; 507,19 ;; 507,19 ;;;;;
token not transferred;0x802096967780d81864e3369d67aaf8c5d39cf202; 499,59 ;; 499,59 ;;;;;
token not transferred;0xf1e006ea01bc1b634df9afe1b2544af3359b7899; 474,46 ;; 474,46 ;;;;;
token not transferred;0xd99305b9617a7b2d418bde2497d1d6bb6af4b145; 472,49 ;; 472,49 ;;;;;
token not transferred;0xec8e7dc446ac468924641dc855998012a56bfc5b; 465,07 ;; 465,07 ;;;;;
token not transferred;0xe39c5f81726ce6e099d7b4659da6c87c102662a8; 460,01 ;; 460,01 ;;;;;
token not transferred;0x848c0069ad64f26adda77343c89580ffe0d1be04; 430,00 ;; 430,00 ;;;;;
token not transferred;0x87629874292edb554c35df91a21786e92ced9f33; 408,09 ;; 408,09 ;;;;;
token not transferred;0x1583072a3ec9369c7827f987d06ee27fcaac9b76; 406,01 ;; 406,01 ;;;;;
token not transferred;0x2614f5c257d3ca35d1c4ead7e03980cfb29ae5f4; 397,05 ;; 397,05 ;;;;;
token not transferred;0x1e76ab8587ea36ab86e98ce0a33bdfe3c38c8e80; 396,54 ;; 396,54 ;;;;;
token not transferred;0x6781972fc2027615772a7082a164f4d5c0c32cc2; 385,02 ;; 385,02 ;;;;;
token not transferred;0x30564129ca69be8e00562f0e68f12b6b03f1248f; 373,24 ;; 373,24 ;;;;;
token not transferred;0x54df11dd23703ef13514f0de0aebb66b96881888; 368,08 ;; 368,08 ;;;;;
token not transferred;0x1e421fc246db343ceac5a6ba89a6de1d5d9354e1; 366,49 ;; 366,49 ;;;;;
token not transferred;0x363a2263659368eb1fb147c278eccb514e7add45; 344,00 ;; 344,00 ;;;;;
token not transferred;0x9816824204cfa796d0ecb64d4dd0354af5d54c3a; 336,99 ;; 336,99 ;;;;;
token not transferred;0xb176c0f324e8581e594ff3c83bb87dcf98c46282; 333,46 ;; 333,46 ;;;;;
token not transferred;0x68ce9fc11b03fce66994309dad03e33e37b26962; 316,13 ;; 316,13 ;;;;;
token not transferred;0x344af95a0241bbf041d546facf520725321a2e05; 300,00 ;; 300,00 ;;;;;
token not transferred;0xaf62c4f4b4975516407e748984c2a36a0bf3fd2e; 297,56 ;; 297,56 ;;;;;
token not transferred;0x1145526a8ec3ec5297707e8db405a857cc0e6471; 288,37 ;; 288,37 ;;;;;
token not transferred;0xbb7f1b89346b6b7d0cdb0534ace65499397e8878; 270,30 ;; 270,30 ;;;;;
token not transferred;0xb4be06a97de1e90632a0cb8be1d6ddb7e6000641; 268,88 ;; 268,88 ;;;;;
token not transferred;0xe3bedb5ea8123454a6bfd322e216aea8a191ea5b; 264,02 ;; 264,02 ;;;;;
token not transferred;0x4282cd63754260a0f40cbbd22c3cf87af8e21538; 254,87 ;; 254,87 ;;;;;
token not transferred;0xd866c568b3d211fa25950a99cfd56f76a4cf295f; 250,45 ;; 250,45 ;;;;;
token not transferred;0xa28d9e1d52296b7e43a5c1c16a7a23e4099211df; 226,12 ;; 226,12 ;;;;;
token not transferred;0x12b61b82f441bad5a6e4dd86d74b92e8f15b930b; 223,07 ;; 223,07 ;;;;;
token not transferred;0x41c964a62ea3c0c948cab8e3fcdb530e4f251132; 222,86 ;; 222,86 ;;;;;
token not transferred;0xe484ec98c24fbfb8e328b98d29905efc8ae0a333; 218,08 ;; 218,08 ;;;;;
token not transferred;0x7815aca34ec282f431169224cb2dd6470a02014d; 215,86 ;; 215,86 ;;;;;
token not transferred;0x6c44a118fb0712f14a3fd5830f99d3fc6b4bd059; 215,00 ;; 215,00 ;;;;;
token not transferred;0x4089c4f5be86690e1e2eaad760d20b445d60b3dc; 202,96 ;; 202,96 ;;;;;
token not transferred;0x40635ee25f69be5e4c551e6ab207cfd36a1fd341; 191,82 ;; 191,82 ;;;;;
token not transferred;0x9db6f591d9fad5293cfeeedcfbd7702295aba887; 188,62 ;; 188,62 ;;;;;
token not transferred;0xe8d07f52d198ba04c2bda8483af069fb628b2666; 172,00 ;; 172,00 ;;;;;
token not transferred;0xb71196f304949555ea5d9a0fd02f8998b22e1e80; 136,89 ;; 136,89 ;;;;;
token not transferred;0x7e7bba035194d0b32c00535bd89f2e8a9d7fe320; 124,01 ;; 124,01 ;;;;;
token not transferred;0xe52af98ad3b973338808600d2ca57eeb4c08d7af; 100,53 ;; 100,53 ;;;;;
token not transferred;0xb7b9e80242612fbfcf65c1c90f3b6a3b6a57ea3d; 89,70 ;; 89,70 ;;;;;
token not transferred;0x6a27f852ae8d18b80977f0cab4566b960ba1224b; 86,54 ;; 86,54 ;;;;;
token not transferred;0xa2e7b070855b44276b0749d2f36d76bbd01ebd2a; 84,41 ;; 84,41 ;;;;;
token not transferred;0xbb7583fdb491051129e4a4aa625858fe20b5ef81; 77,06 ;; 77,06 ;;;;;
token not transferred;0xf910c97014acfd67117d90f83b8bc97310f3d186; 63,78 ;; 63,78 ;;;;;
token not transferred;0x37295cf703734b0b463bd60a5de151cb1b34746a; 52,46 ;; 52,46 ;;;;;
token not transferred;0xe24cd08cdeb5d7f993c61345d03430f10576ef47; 51,60 ;; 51,60 ;;;;;
token not transferred;0x8c7577954cf86bd76aba5433e590a8d65d06ada9; 40,35 ;; 40,35 ;;;;;
token not transferred;0x93f996c8d5d8fb9e3c554897fc4d52057de315a2; 37,83 ;; 37,83 ;;;;;
token not transferred;0xb6090e0f9bb3de908dac45786084a4363b92aac3; 33,15 ;; 33,15 ;;;;;
token not transferred;0x066d5c780ee16b5fe24223a4320e654f6df48a22; 30,38 ;; 30,38 ;;;;;
;1352; 929 696 756,25 ;-269 411 046,74 ; 660 285 709,51 ;;;;;
;avg per wallet V2;;;1338;;;;;
; 493 487,08   ;;;;;;;;
;;;;;;;;;
100K$ MC Grem price;0,0001;;;;;;;;
10K Grem cost;1;;;;;;;;
